Leopardus colocolo
Leopardus geoffroyi
Leopardus guigna
Leopardus jacobitus
Leopardus pajeros
Leopardus pardalis
Leopardus tigrinus
Leopardus wiedii
Leptailurus serval
Lynx canadensis
Lynx lynx
Lynx pardinus
Lynx rufus
Neofelis nebulosa
Panthera leo
Panthera leo persica
Panthera onca
Panthera pardus
Panthera tigris
Pardofelis marmorata
Prionailurus bengalensis
Prionailurus bengalensis bengalensis

Prionailurus iriomotensis
Prionailurus planiceps
Prionailurus rubiginosus

Prionailurus viverrinus
Profelis aurata
Puma concolor
Puma concolor coryi
Puma concolor costaricensis
Puma concolor couguar
Puma yagouaroundi

Uncia uncia
Herpestes edwardsi
Herpestes fuscus
Herpestes javanicus
Herpestes javanicus auropunctatus
Herpestes smithii
Herpestes urva
Herpestes vitticollis
Hyaena hyaena
Proteles cristata
Conepatus humboldtii
Aonyx capensis
Aonyx capensis microdon
Aonyx capensis microdon
Aonyx cinerea
Enhydra lutris
Enhydra lutris nereis
Hydrictis maculicollis
Lontra canadensis
Lontra felina
Lontra longicaudis
Lontra provocax
Lutra lutra
Lutra nippon
Lutra sumatrana
Lutrogale perspicillata
Pteronura brasiliensis
Eira barbara
Galictis vittata
Martes flavigula
Martes foina intermedia
Martes gwatkinsii
Mellivora capensis
Mustela altaica
Mustela erminea ferghanae
Mustela kathiah
Mustela nigripes
Mustela sibirica
Odobenus rosmarus
Arctocephalus australis
Arctocephalus forsteri
Arctocephalus galapagoensis
Arctocephalus gazella
Arctocephalus philippii
Arctocephalus pusillus
Arctocephalus townsendi
Arctocephalus tropicalis
Mirounga leonina
Monachus monachus
Monachus schauinslandi
Monachus tropicalis
Bassaricyon gabbii
Bassariscus sumichrasti
Nasua narica
Nasua nasua solitaria
Potos flavus
Ailuropoda melanoleuca
Helarctos malayanus
Melursus ursinus
Tremarctos ornatus
Ursus americanus
Ursus arctos
Ursus arctos
Ursus arctos isabellinus
Ursus arctos isabellinus
Ursus arctos isabellinus
Ursus maritimus
Ursus thibetanus
Arctictis binturong
Civettictis civetta
Cynogale bennettii
Hemigalus derbyanus
Paguma larvata
Paradoxurus hermaphroditus
Paradoxurus jerdoni
Prionodon linsang
Prionodon pardicolor
Viverra civettina
Viverra zibetha
Viverricula indica
Balaena mysticetus
Eubalaena australis
Eubalaena glacialis
Eubalaena japonica
Balaenoptera acutorostrata

Balaenoptera bonaerensis
Balaenoptera borealis
Balaenoptera edeni
Balaenoptera musculus
Balaenoptera omurai
Balaenoptera physalus
Megaptera novaeangliae
Cephalorhynchus commersonii
Cephalorhynchus eutropia
Cephalorhynchus heavisidii
Cephalorhynchus hectori
Delphinus capensis
Delphinus delphis
Feresa attenuata
Globicephala macrorhynchus
Globicephala melas
Grampus griseus
Lagenodelphis hosei
Lagenorhynchus acutus
Lagenorhynchus albirostris
Lagenorhynchus australis
Lagenorhynchus cruciger
Lagenorhynchus obliquidens
Lagenorhynchus obscurus
Lissodelphis borealis
Lissodelphis peronii
Orcaella brevirostris
Orcaella heinsohni
Orcinus orca
Peponocephala electra
Pseudorca crassidens
Sotalia fluviatilis
Sotalia guianensis
Sousa chinensis
Sousa teuszii
Stenella attenuata
Stenella clymene
Stenella coeruleoalba
Stenella frontalis
Stenella longirostris
Steno bredanensis
Tursiops aduncus
Tursiops truncatus
Eschrichtius robustus
Inia geoffrensis
Lipotes vexillifer
Pontoporia blainvillei
Delphinapterus leucas
Monodon monoceros
Caperea marginata
Neophocaena phocaenoides
Phocoena dioptrica
Phocoena phocoena
Phocoena sinus
Phocoena spinipinnis
Phocoenoides dalli
Kogia breviceps
Kogia sima
Physeter macrocephalus
Platanista gangetica
Berardius arnuxii
Berardius bairdii
Hyperoodon ampullatus
Hyperoodon planifrons
Indopacetus pacificus
Mesoplodon bidens
Mesoplodon bowdoini
Mesoplodon carlhubbsi
Mesoplodon densirostris
Mesoplodon europaeus
Mesoplodon ginkgodens
Mesoplodon grayi
Mesoplodon hectori
Mesoplodon layardii
Mesoplodon mirus
Mesoplodon perrini
Mesoplodon peruvianus
Mesoplodon stejnegeri
Mesoplodon traversii
Tasmacetus shepherdi
Ziphius cavirostris
Platyrrhinus lineatus
Acerodon celebensis
Acerodon humilis
Acerodon jubatus
Acerodon leucotis
Acerodon mackloti
Pteropus admiralitatum
Pteropus aldabrensis
Pteropus alecto
Pteropus anetianus
Pteropus aruensis
Pteropus banakrisi
Pteropus caniceps
Pteropus capistratus
Pteropus chrysoproctus
Pteropus cognatus
Pteropus conspicillatus
Pteropus dasymallus
Pteropus faunulus
Pteropus fundatus
Pteropus giganteus
Pteropus gilliardorum
Pteropus griseus
Pteropus howensis
Pteropus hypomelanus
Pteropus insularis
Pteropus intermedius
Pteropus keyensis
Pteropus leucopterus
Pteropus livingstonii
Pteropus lombocensis
Pteropus loochoensis
Pteropus lylei
Pteropus macrotis
Pteropus mahaganus
Pteropus mariannus
Pteropus melanopogon
Pteropus melanotus
Pteropus molossinus
Pteropus neohibernicus
Pteropus niger
Pteropus nitendiensis
Pteropus ocularis
Pteropus ornatus
Pteropus pelewensis
Pteropus personatus
Pteropus pilosus
Pteropus pohlei
Pteropus poliocephalus
Pteropus pselaphon
Pteropus pumilus
Pteropus rayneri
Pteropus rennelli
Pteropus rodricensis
Pteropus rufus
Pteropus samoensis
Pteropus scapulatus
Pteropus seychellensis
Pteropus speciosus
Pteropus subniger
Pteropus temminckii
Pteropus tokudae
Pteropus tonganus
Pteropus tuberculatus
Pteropus ualanus
Pteropus vampyrus
Pteropus vetulus
Pteropus voeltzkowi
Pteropus woodfordi
Pteropus yapensis
Cabassous centralis
Cabassous tatouay
Chaetophractus nationi
Priodontes maximus
Sminthopsis longicaudata
Sminthopsis psammophila
Dendrolagus inustus
Dendrolagus ursinus
Lagorchestes hirsutus
Lagostrophus fasciatus
Onychogalea fraenata
Phalanger intercastellanus
Phalanger mimicus
Phalanger orientalis
Spilocuscus kraemeri
Spilocuscus maculatus
Spilocuscus papuensis
Bettongia gaimardi
Bettongia lesueur
Bettongia penicillata
Bettongia tropica
Lasiorhinus krefftii
Caprolagus hispidus
Romerolagus diazi
Zaglossus attenboroughi
Zaglossus bartoni
Zaglossus bruijni
Perameles bougainville
Macrotis lagotis
Equus africanus
Equus grevyi
Equus hemionus
Equus hemionus hemionus
Equus hemionus khur
Equus kiang
Equus przewalskii
Equus zebra hartmannae
Equus zebra zebra
Ceratotherium simum
Ceratotherium simum simum
Angola,Swaziland
Dicerorhinus sumatrensis
Diceros bicornis
Rhinoceros sondaicus
Rhinoceros unicornis
Tapirus bairdii
Tapirus indicus
Tapirus pinchaque
Tapirus terrestris
Manis crassicaudata
Manis culionensis
Manis gigantea
Manis javanica
Manis pentadactyla
Manis temminckii
Manis tetradactyla
Manis tricuspis
Bradypus pygmaeus
Bradypus variegatus
Choloepus hoffmanni
Myrmecophaga tridactyla
Tamandua mexicana
Aotus azarae
Aotus hershkovitzi
Aotus jorgehernandezi
Aotus lemurinus
Aotus miconax
Aotus nancymaae
Aotus nigriceps
Aotus trivirgatus
Aotus vociferans
Alouatta belzebul
Alouatta caraya
Alouatta coibensis
Alouatta guariba
Alouatta macconnelli
Alouatta nigerrima
Alouatta palliata
Alouatta pigra
Alouatta sara
Alouatta seniculus
Ateles belzebuth
Ateles chamek
Ateles fusciceps
Ateles geoffroyi
Ateles geoffroyi frontatus
Ateles geoffroyi panamensis
Ateles hybridus
Ateles marginatus
Ateles paniscus
Brachyteles arachnoides
Brachyteles hypoxanthus
Lagothrix cana
Lagothrix lagotricha
Lagothrix lugens
Lagothrix poeppigii
Oreonax flavicauda
Callimico goeldii
Callithrix acariensis
Callithrix argentata
Callithrix aurita
Callithrix chrysoleuca
Callithrix emiliae
Callithrix flaviceps
Callithrix geoffroyi
Callithrix humeralifera
Callithrix humilis
Callithrix intermedia
Callithrix jacchus
Callithrix kuhlii
Callithrix leucippe
Callithrix manicorensis
Callithrix marcai
Callithrix mauesi
Callithrix melanura
Callithrix nigriceps
Callithrix penicillata
Callithrix pygmaea
Callithrix saterei
Cebus albifrons
Cebus apella
Cebus capucinus
Cebus flavius
Cebus kaapori
Cebus libidinosus
Cebus nigritus
Cebus olivaceus
Cebus xanthosternos
Leontopithecus caissara
Leontopithecus chrysomelas
Leontopithecus chrysopygus
Leontopithecus rosalia
Mico rondoni
Saguinus bicolor
Saguinus fuscicollis
Saguinus geoffroyi
Saguinus graellsi
Saguinus imperator
Saguinus inustus
Saguinus labiatus
Saguinus leucopus
Saguinus martinsi
Saguinus melanoleucus
Saguinus midas
Saguinus mystax
Saguinus niger
Saguinus nigricollis
Saguinus oedipus
Saguinus pileatus
Saguinus tripartitus
Saimiri boliviensis
Saimiri oerstedii
Saimiri sciureus
Saimiri ustus
Saimiri vanzolinii
Allenopithecus nigroviridis
Cercocebus agilis
Cercocebus atys
Cercocebus chrysogaster
Cercocebus galeritus
Cercocebus sanjei
Cercocebus torquatus
Cercopithecus albogularis
Cercopithecus ascanius
Cercopithecus campbelli
Cercopithecus cephus
Cercopithecus denti
Cercopithecus diana
Cercopithecus doggetti
Cercopithecus dryas
Cercopithecus erythrogaster
Cercopithecus erythrotis
Cercopithecus hamlyni
Cercopithecus kandti
Cercopithecus lhoesti
Cercopithecus lowei
Cercopithecus mitis
Cercopithecus mona
Cercopithecus neglectus
Cercopithecus nictitans
Cercopithecus petaurista
Cercopithecus pogonias
Cercopithecus preussi
Cercopithecus roloway
Cercopithecus sclateri
Cercopithecus solatus
Cercopithecus wolfi
Chlorocebus aethiops
Chlorocebus cynosuros
Chlorocebus djamdjamensis
Chlorocebus pygerythrus
Chlorocebus sabaeus
Chlorocebus tantalus
Colobus angolensis
Colobus guereza
Colobus polykomos
Colobus satanas
Colobus vellerosus
Erythrocebus patas
Lophocebus albigena
Lophocebus aterrimus
Lophocebus opdenboschi
Macaca arctoides
Macaca assamensis
Macaca cyclopis
Macaca fascicularis
Macaca fuscata
Macaca hecki
Macaca leonina
Macaca maura
Macaca mulatta
Macaca munzala
Macaca nemestrina
Macaca nigra
Macaca nigrescens
Macaca ochreata
Macaca pagensis
Macaca radiata
Macaca siberu
Macaca silenus
Macaca sinica
Macaca sylvanus
Macaca thibetana
Macaca tonkeana
Mandrillus leucophaeus
Mandrillus sphinx
Miopithecus ogouensis
Miopithecus talapoin
Nasalis larvatus
Papio anubis
Papio cynocephalus
Papio hamadryas
Papio papio
Papio ursinus
Piliocolobus badius
Piliocolobus foai
Piliocolobus gordonorum
Piliocolobus kirkii
Piliocolobus pennantii
Piliocolobus preussi
Piliocolobus rufomitratus
Piliocolobus tephrosceles
Piliocolobus tholloni
Presbytis chrysomelas
Presbytis comata
Presbytis femoralis
Presbytis frontata
Presbytis hosei
Presbytis melalophos
Presbytis natunae
Presbytis potenziani
Presbytis rubicunda
Presbytis siamensis
Presbytis thomasi
Procolobus verus
Pygathrix cinerea
Pygathrix nemaeus
Pygathrix nigripes
Rhinopithecus avunculus
Rhinopithecus bieti
Rhinopithecus brelichi
Rhinopithecus roxellana
Rhinopithecus strykeri
Rungwecebus kipunji
Semnopithecus ajax
Semnopithecus dussumieri
Semnopithecus entellus
Semnopithecus hector
Semnopithecus hypoleucos
Semnopithecus priam
Semnopithecus schistaceus
Simias concolor
Theropithecus gelada
Trachypithecus auratus
Trachypithecus barbei
Trachypithecus delacouri
Trachypithecus ebenus
Trachypithecus francoisi
Trachypithecus geei
Trachypithecus germaini
Trachypithecus hatinhensis
Trachypithecus johnii
Trachypithecus laotum
Trachypithecus obscurus
Trachypithecus phayrei
Trachypithecus pileatus
Trachypithecus poliocephalus
Trachypithecus shortridgei
Trachypithecus vetulus
Trachypithecus villosus
Allocebus trichotis
Cheirogaleus adipicaudatus
Cheirogaleus crossleyi
Cheirogaleus major
Cheirogaleus medius
Cheirogaleus minusculus
Cheirogaleus ravus
Cheirogaleus sibreei
Microcebus berthae
Microcebus griseorufus
Microcebus murinus
Microcebus myoxinus
Microcebus ravelobensis
Microcebus rufus
Microcebus sambiranensis
Microcebus tavaratra
Mirza coquereli
Phaner electromontis
Phaner furcifer
Phaner pallescens
Phaner parienti
Daubentonia madagascariensis
Euoticus elegantulus
Euoticus pallidus
Galago alleni
Galago cameronensis
Galago demidoff
Galago gabonensis
Galago gallarum
Galago granti
Galago matschiei
Galago moholi
Galago nyasae
Galago orinus
Galago rondoensis
Galago senegalensis
Galago thomasi
Galago zanzibaricus
Otolemur crassicaudatus
Otolemur garnettii
Otolemur monteiri
Gorilla beringei
Gorilla gorilla
Pan paniscus
Pan troglodytes
Pongo abelii
Pongo pygmaeus
Bunopithecus hoolock
Hylobates agilis
Hylobates albibarbis
Hylobates klossii
Hylobates lar
Hylobates moloch
Hylobates muelleri
Hylobates pileatus
Nomascus annamensis
Nomascus concolor
Nomascus gabriellae
Nomascus hainanus
Nomascus leucogenys
Nomascus siki
Symphalangus syndactylus
Avahi laniger
Avahi occidentalis
Avahi unicolor
Indri indri
Propithecus coquereli
Propithecus deckenii
Propithecus diadema
Propithecus edwardsi
Propithecus perrieri
Propithecus tattersalli
Propithecus verreauxi
Eulemur albifrons
Eulemur albocollaris
Eulemur cinereiceps
Eulemur collaris
Eulemur coronatus
Eulemur fulvus
Eulemur macaco
Eulemur mongoz
Eulemur rubriventer
Eulemur rufus
Eulemur sanfordi
Hapalemur alaotrensis
Hapalemur aureus
Hapalemur griseus
Hapalemur occidentalis
Lemur catta
Prolemur simus
Varecia rubra
Varecia variegata
Lepilemur ankaranensis
Lepilemur dorsalis
Lepilemur edwardsi
Lepilemur leucopus
Lepilemur microdon
Lepilemur mustelinus
Lepilemur ruficaudatus
Lepilemur septentrionalis
Arctocebus aureus
Arctocebus calabarensis
Loris lydekkerianus
Loris tardigradus
Nycticebus bengalensis
Nycticebus coucang
Nycticebus pygmaeus
Perodicticus potto
Pseudopotto martini
Cacajao ayresi
Cacajao calvus
Cacajao hosomi
Cacajao melanocephalus
Callicebus aureipalatii
Callicebus baptista
Callicebus barbarabrownae
Callicebus bernhardi
Callicebus brunneus
Callicebus caligatus
Callicebus caquetensis
Callicebus cinerascens
Callicebus coimbrai
Callicebus cupreus
Callicebus discolor
Callicebus donacophilus
Callicebus dubius
Callicebus hoffmannsi
Callicebus lucifer
Callicebus lugens
Callicebus medemi
Callicebus melanochir
Callicebus modestus
Callicebus moloch
Callicebus nigrifrons
Callicebus oenanthe
Callicebus olallae
Callicebus ornatus
Callicebus pallescens
Callicebus personatus
Callicebus purinus
Callicebus regulus
Callicebus stephennashi
Callicebus torquatus
Chiropotes albinasus
Chiropotes chiropotes
Chiropotes israelita
Chiropotes satanas
Chiropotes utahickae
Pithecia aequatorialis
Pithecia albicans
Pithecia irrorata
Pithecia monachus
Pithecia pithecia
Tarsius bancanus
Tarsius dentatus
Tarsius lariang
Tarsius pelengensis
Tarsius pumilus
Tarsius sangirensis
Tarsius syrichta
Tarsius tarsier
Tarsius tumpara
Elephas maximus
Loxodonta africana
Chinchilla chinchilla
Chinchilla lanigera
Cuniculus paca
Dasyprocta punctata
Sphiggurus mexicanus
Sphiggurus spinosus
Leporillus conditor
Pseudomys fieldi praeconis
Xeromys myoides
Zyzomys pedunculatus
Cynomys mexicanus
Marmota caudata
Marmota himalayana
Ratufa affinis
Ratufa bicolor
Ratufa indica
Ratufa macroura
Sciurus deppei
Ptilocercus lowii
Anathana ellioti
Dendrogale melanura
Dendrogale murina
Tupaia belangeri
Tupaia chrysogaster
Tupaia dorsalis
Tupaia glis
Tupaia gracilis
Tupaia javanica
Tupaia longipes
Tupaia minor
Tupaia moellendorffi
Tupaia montana
Tupaia nicobarica
Tupaia palawanensis
Tupaia picta
Tupaia splendidula
Tupaia tana
Urogale everetti
Dugong dugon
Trichechus inunguis
Trichechus manatus
Trichechus senegalensis
Anas aucklandica
Anas bernieri
Anas chlorotis
Anas formosa
Anas laysanensis
Anas nesiotis
Asarcornis scutulata
Branta canadensis leucopareia
Branta ruficollis
Branta sandvicensis
Cairina moschata
Coscoroba coscoroba
Cygnus melancoryphus
Dendrocygna arborea
Dendrocygna autumnalis
Dendrocygna bicolor
Oxyura leucocephala
Rhodonessa caryophyllacea
Sarkidiornis melanotos
Abeillia abeillei
Adelomyia melanogenys
Aglaeactis aliciae
Aglaeactis castelnaudii
Aglaeactis cupripennis
Aglaeactis pamela
Aglaiocercus coelestis
Aglaiocercus kingi
Amazilia alticola
Amazilia amabilis
Amazilia amazilia
Amazilia beryllina
Amazilia boucardi
Amazilia brevirostris
Amazilia candida
Amazilia castaneiventris
Amazilia chionogaster
Amazilia cupreicauda
Amazilia cyanifrons
Amazilia cyanocephala
Amazilia cyanura
Amazilia edward
Amazilia fimbriata
Amazilia franciae
Amazilia lactea
Amazilia leucogaster
Amazilia luciae
Amazilia rondoniae
Amazilia rosenbergi
Amazilia rutila
Amazilia saucerrottei
Amazilia tobaci
Amazilia tzacatl
Amazilia versicolor
Amazilia violiceps
Amazilia viridicauda
Amazilia viridifrons
Amazilia viridigaster
Amazilia yucatanensis
Androdon aequatorialis
Anopetia gounellei
Anthocephala floriceps
Anthracothorax dominicus
Anthracothorax mango
Anthracothorax nigricollis
Anthracothorax prevostii
Anthracothorax recurvirostris
Anthracothorax veraguensis
Anthracothorax viridigula
Anthracothorax viridis
Aphantochroa cirrochloris
Archilochus alexandri
Archilochus colubris
Atthis ellioti
Atthis heloisa
Augastes lumachella
Augastes scutatus
Basilinna leucotis
Basilinna xantusii
Boissonneaua flavescens
Boissonneaua jardini
Boissonneaua matthewsii
Calliphlox amethystina
Calliphlox bryantae
Calliphlox evelynae
Calliphlox mitchellii
Calothorax lucifer
Calothorax pulcher
Calypte anna
Calypte costae
Campylopterus curvipennis
Campylopterus cuvierii
Campylopterus duidae
Campylopterus ensipennis
Campylopterus falcatus
Campylopterus hemileucurus
Campylopterus hyperythrus
Campylopterus largipennis
Campylopterus phainopeplus
Campylopterus rufus
Campylopterus villaviscensio
Chaetocercus astreans
Chaetocercus berlepschi
Chaetocercus bombus
Chaetocercus heliodor
Chaetocercus jourdanii
Chaetocercus mulsanti
Chalcostigma herrani
Chalcostigma heteropogon
Chalcostigma olivaceum
Chalcostigma ruficeps
Chalcostigma stanleyi
Chalybura buffonii
Chalybura urochrysia
Chlorostilbon alice
Chlorostilbon assimilis
Chlorostilbon auriceps
Chlorostilbon canivetii
Chlorostilbon forficatus
Chlorostilbon lucidus
Chlorostilbon maugaeus
Chlorostilbon mellisugus
Chlorostilbon notatus
Chlorostilbon olivaresi
Chlorostilbon poortmani
Chlorostilbon ricordii
Chlorostilbon russatus
Chlorostilbon stenurus
Chlorostilbon swainsonii
Chrysolampis mosquitus
Chrysuronia oenone
Clytolaema rubricauda
Coeligena bonapartei
Coeligena coeligena
Coeligena helianthea
Coeligena iris
Coeligena lutetiae
Coeligena phalerata
Coeligena prunellei
Coeligena torquata
Coeligena violifer
Coeligena wilsoni
Colibri coruscans
Colibri delphinae
Colibri serrirostris
Colibri thalassinus
Cyanophaia bicolor
Cynanthus latirostris
Cynanthus sordidus
Damophila julie
Discosura conversii
Discosura langsdorffi
Discosura letitiae
Discosura longicaudus
Discosura popelairii
Doricha eliza
Doricha enicura
Doryfera johannae
Doryfera ludovicae
Elvira chionura
Elvira cupreiceps
Ensifera ensifera
Eriocnemis alinae
Eriocnemis cupreoventris
Eriocnemis derbyi
Eriocnemis glaucopoides
Eriocnemis godini
Eriocnemis isabellae
Eriocnemis luciani
Eriocnemis mirabilis
Eriocnemis mosquera
Eriocnemis nigrivestis
Eriocnemis vestita
Eugenes fulgens
Eulampis holosericeus
Eulampis jugularis
Eulidia yarrellii
Eupetomena macroura
Eupherusa cyanophrys
Eupherusa eximia
Eupherusa nigriventris
Eupherusa poliocerca
Eutoxeres aquila
Eutoxeres condamini
Florisuga fusca
Florisuga mellivora
Glaucis aeneus
Glaucis dohrnii
Glaucis hirsutus
Goethalsia bella
Goldmania violiceps
Haplophaedia assimilis
Haplophaedia aureliae
Haplophaedia lugens
Heliactin bilophus
Heliangelus amethysticollis
Heliangelus exortis
Heliangelus mavors
Heliangelus micraster
Heliangelus regalis
Heliangelus strophianus
Heliangelus viola
Heliangelus zusii
Heliodoxa aurescens
Heliodoxa branickii
Heliodoxa gularis
Heliodoxa imperatrix
Heliodoxa jacula
Heliodoxa leadbeateri
Heliodoxa rubinoides
Heliodoxa schreibersii
Heliodoxa xanthogonys
Heliomaster constantii
Heliomaster furcifer
Heliomaster longirostris
Heliomaster squamosus
Heliothryx auritus
Heliothryx barroti
Hylocharis chrysura
Hylocharis cyanus
Hylocharis eliciae
Hylocharis grayi
Hylocharis sapphirina
Hylonympha macrocerca
Klais guimeti
Lafresnaya lafresnayi
Lampornis amethystinus
Lampornis calolaemus
Lampornis castaneoventris
Lampornis clemenciae
Lampornis hemileucus
Lampornis sybillae
Lampornis viridipallens
Lamprolaima rhami
Lepidopyga coeruleogularis
Lepidopyga goudoti
Lepidopyga lilliae
Lesbia nuna
Lesbia victoriae
Leucippus baeri
Leucippus chlorocercus
Leucippus fallax
Leucippus taczanowskii
Leucochloris albicollis
Loddigesia mirabilis
Lophornis adorabilis
Lophornis brachylophus
Lophornis chalybeus
Lophornis delattrei
Lophornis gouldii
Lophornis helenae
Lophornis magnificus
Lophornis ornatus
Lophornis pavoninus
Lophornis stictolophus
Mellisuga helenae
Mellisuga minima
Metallura aeneocauda
Metallura baroni
Metallura eupogon
Metallura iracunda
Metallura odomae
Metallura phoebe
Metallura theresiae
Metallura tyrianthina
Metallura williami
Microchera albocoronata
Microstilbon burmeisteri
Myrmia micrura
Myrtis fanny
Ocreatus underwoodii
Opisthoprora euryptera
Oreonympha nobilis
Oreotrochilus adela
Oreotrochilus chimborazo
Oreotrochilus estella
Oreotrochilus leucopleurus
Oreotrochilus melanogaster
Orthorhyncus cristatus
Oxypogon guerinii
Panterpe insignis
Patagona gigas
Phaethornis aethopyga
Phaethornis anthophilus
Phaethornis atrimentalis
Phaethornis augusti
Phaethornis bourcieri
Phaethornis eurynome
Phaethornis griseogularis
Phaethornis guy
Phaethornis hispidus
Phaethornis idaliae
Phaethornis koepckeae
Phaethornis longirostris
Phaethornis longuemareus
Phaethornis malaris
Phaethornis nattereri
Phaethornis philippii
Phaethornis pretrei
Phaethornis ruber
Phaethornis rupurumii
Phaethornis squalidus
Phaethornis striigularis
Phaethornis stuarti
Phaethornis subochraceus
Phaethornis superciliosus
Phaethornis syrmatophorus
Phaethornis yaruqui
Phlogophilus harterti
Phlogophilus hemileucurus
Polyonymus caroli
Polytmus guainumbi
Polytmus milleri
Polytmus theresiae
Pterophanes cyanopterus
Ramphodon naevius
Ramphomicron dorsale
Ramphomicron microrhynchum
Rhodopis vesper
Sappho sparganura
Schistes geoffroyi
Selasphorus ardens
Selasphorus flammula
Selasphorus platycercus
Selasphorus rufus
Selasphorus sasin
Selasphorus scintilla
Sephanoides fernandensis
Sephanoides sephanoides
Stellula calliope
Stephanoxis lalandi
Sternoclyta cyanopectus
Taphrolesbia griseiventris
Taphrospilus hypostictus
Thalurania colombica
Thalurania fannyi
Thalurania furcata
Thalurania glaucopis
Thalurania ridgwayi
Thalurania watertonii
Thaumastura cora
Threnetes niger
Threnetes ruckeri
Tilmatura dupontii
Topaza pella
Topaza pyra
Trochilus polytmus
Trochilus scitulus
Urochroa bougueri
Urosticte benjamini
Burhinus bistriatus
Larus relictus
Numenius borealis
Numenius tenuirostris
Tringa guttifer
Balaeniceps rex
Ciconia boyciana
Ciconia nigra
Jabiru mycteria
Mycteria cinerea
Phoeniconaias minor
Phoenicoparrus andinus
Phoenicoparrus jamesi
Phoenicopterus chilensis
Phoenicopterus ruber
Eudocimus ruber
Geronticus calvus
Geronticus eremita
Nipponia nippon
Platalea leucorodia
Caloenas nicobarica
Ducula mindorensis
Gallicolumba luzonica
Goura cristata
Goura scheepmakeri
Goura victoria
Nesoenas mayeri
Aceros cassidix
Aceros corrugatus
Aceros leucocephalus
Aceros nipalensis
Aceros waldeni
Anorrhinus galeritus
Anorrhinus tickelli
Anthracoceros albirostris
Anthracoceros coronatus
Anthracoceros malayanus
Anthracoceros marchei
Anthracoceros montani
Berenicornis comatus
Buceros bicornis
Buceros hydrocorax
Buceros rhinoceros
Penelopides exarhatus
Penelopides panini
Rhinoplax vigil
Rhyticeros everetti
Rhyticeros narcondami
Rhyticeros plicatus
Rhyticeros subruficollis
Rhyticeros undulatus
Tauraco bannermani
Tauraco corythaix
Tauraco erythrolophus
Tauraco fischeri
Tauraco hartlaubi
Tauraco leucolophus
Tauraco leucotis
Tauraco livingstonii
Tauraco macrorhynchus
Tauraco persa
Tauraco porphyreolophus
Tauraco ruspolii
Tauraco schalowi
Tauraco schuettii
Accipiter albogularis
Accipiter badius
Accipiter bicolor
Accipiter brachyurus
Accipiter brevipes
Accipiter butleri
Accipiter castanilius
Accipiter cirrhocephalus
Accipiter collaris
Accipiter cooperii
Accipiter erythrauchen
Accipiter erythropus
Accipiter fasciatus
Accipiter francesii
Accipiter gentilis
Accipiter griseiceps
Accipiter gularis
Accipiter gundlachi
Accipiter haplochrous
Accipiter henicogrammus
Accipiter henstii
Accipiter imitator
Accipiter luteoschistaceus
Accipiter madagascariensis
Accipiter melanochlamys
Accipiter melanoleucus
Accipiter meyerianus
Accipiter minullus
Accipiter nanus
Accipiter nisus
Accipiter novaehollandiae
Accipiter ovampensis
Accipiter poliocephalus
Accipiter poliogaster
Accipiter princeps
Accipiter rhodogaster
Accipiter rufitorques
Accipiter rufiventris
Accipiter soloensis
Accipiter striatus
Accipiter superciliosus
Accipiter tachiro
Accipiter toussenelii
Accipiter trinotatus
Accipiter trivirgatus
Accipiter virgatus
Aegypius monachus
Aquila adalberti
Aquila audax
